,after_Acc,after_Acc_class,after_fwIoU,after_mIoU,before_Acc,before_Acc_class,before_fwIoU,before_mIoU,filename,markssp_num,ssp_num,threshold
302,0.817646027,0.777193636,0.719271914,0.48237195,0.783447266,0.744066731,0.680059972,0.455816846,softmax_prob_top_potsdam_2_14_RGBIR_3234_924.tif,113,,
303,0.911621094,0.759698933,0.848582095,0.680150155,0.907032013,0.751975821,0.842452603,0.671288137,softmax_prob_top_potsdam_5_14_RGBIR_924_924.tif,113,,
304,0.909687042,0.578863001,0.851668001,0.383274513,0.857780457,0.517008093,0.784367095,0.315962418,softmax_prob_top_potsdam_2_10_RGBIR_4620_0.tif,113,,
305,0.972644806,0.581280453,0.950032251,0.531570133,0.972366333,0.583762485,0.95026574,0.530774627,softmax_prob_top_potsdam_6_14_RGBIR_5082_4158.tif,113,,
306,0.933509827,0.821813097,0.874013137,0.517629992,0.909667969,0.750312411,0.830856349,0.464591208,softmax_prob_top_potsdam_2_12_RGBIR_4158_3696.tif,113,,
307,0.842128754,0.704132039,0.79552264,0.51936066,0.812919617,0.678513913,0.768850811,0.485565352,softmax_prob_top_potsdam_7_9_RGBIR_0_5082.tif,113,,
308,0.939395905,0.728606701,0.892872657,0.662967087,0.931587219,0.724304015,0.880106363,0.65189679,softmax_prob_top_potsdam_5_12_RGBIR_4620_0.tif,113,,
309,0.877243042,0.621622237,0.788950684,0.541973963,0.85578537,0.588931263,0.755716994,0.504714716,softmax_prob_top_potsdam_3_13_RGBIR_1386_4620.tif,113,,
310,0.912479401,0.75409162,0.853491794,0.633074641,0.893188477,0.706722618,0.826847845,0.479807223,softmax_prob_top_potsdam_5_11_RGBIR_3696_2772.tif,113,,
311,0.926269531,0.850080246,0.865408679,0.788188127,0.916465759,0.692810811,0.84983441,0.636745801,softmax_prob_top_potsdam_5_14_RGBIR_3696_924.tif,113,,
312,0.941665649,0.923674795,0.892007337,0.817458173,0.929550171,0.929457582,0.871493191,0.795516373,softmax_prob_top_potsdam_3_10_RGBIR_2310_1386.tif,113,,
313,0.973079681,0.838784973,0.950481956,0.594297739,0.968078613,0.803454729,0.942368789,0.56233373,softmax_prob_top_potsdam_2_12_RGBIR_4158_0.tif,113,,
314,0.9584198,0.958222808,0.921552375,0.690799327,0.953304291,0.953199809,0.913058926,0.547517373,softmax_prob_top_potsdam_3_11_RGBIR_5488_0.tif,113,,
315,0.837081909,0.749678581,0.747205803,0.493360902,0.790794373,0.707648033,0.691761934,0.446234471,softmax_prob_top_potsdam_3_11_RGBIR_2772_1848.tif,113,,
316,0.920993805,0.909006468,0.868122079,0.679598093,0.902126312,0.89521919,0.841073939,0.656658129,softmax_prob_top_potsdam_4_11_RGBIR_5082_4158.tif,113,,
317,0.908924103,0.77817107,0.834722401,0.654569688,0.898208618,0.745316994,0.817928102,0.621893439,softmax_prob_top_potsdam_5_11_RGBIR_2310_2310.tif,113,,
318,0.823177338,0.688257897,0.783464819,0.377050209,0.77028656,0.653479564,0.73005738,0.348125047,softmax_prob_top_potsdam_6_7_RGBIR_1386_0.tif,113,,
319,0.916191101,0.699122468,0.855236857,0.628496683,0.895420074,0.659685349,0.825014573,0.594549032,softmax_prob_top_potsdam_4_12_RGBIR_5488_1848.tif,113,,
320,0.84526825,0.801321487,0.740935147,0.577733054,0.821117401,0.776110815,0.708644272,0.549017825,softmax_prob_top_potsdam_4_11_RGBIR_4158_3234.tif,113,,
321,0.82775116,0.820218578,0.706286721,0.653028139,0.780963898,0.773166302,0.639650018,0.488419998,softmax_prob_top_potsdam_5_12_RGBIR_3696_924.tif,113,,
